X,Y
2130.68022,-80.9691
2135.61235,-80.9691
2140.54448,-77.7691
2145.47661,-80.9691
2150.40874,-72.9691
2155.34087,-77.3691
2160.273,-72.1691
2165.20513,-77.3691
2170.13726,-75.7691
2175.06939,-72.9691
2180.00152,-76.9691
2184.93365,-79.7691
2189.86578,-80.9691
2194.79791,-77.7691
2199.73004,-72.1691
2204.66217,-72.9691
2209.5943,-74.5691
2214.52643,-77.3691
2219.45856,-74.5691
2224.39069,-77.3691
2229.32282,-80.9691
2234.25495,-70.9691
2239.18708,-75.7691
2244.11921,-74.5691
2249.05134,-70.5691
2253.98347,-76.9691
2258.9156,-80.9691
2263.84773,-77.7691
2268.77986,-80.9691
2273.71199,-73.7691
2278.64412,-72.9691
2283.57625,-80.9691
2288.50838,-74.5691
2293.44051,-69.7691
2298.37264,-75.7691
2303.30477,-79.7691
2308.2369,-79.7691
2313.16903,-72.1691
2318.10116,-75.7691
2323.03329,-61.7691
2327.96542,-42.1691
2332.89755,-31.3691
2337.82968,-33.3691
2342.76181,-51.7691
2347.69394,-65.3691
2352.62607,-80.9691
2357.5582,-72.9691
2362.49033,-80.9691
2367.42246,-79.7691
2372.35459,-76.9691
2377.28672,-77.7691
2382.21885,-80.9691
2387.15098,-80.9691
2392.08311,-79.7691
2397.01524,-74.9691
2401.94737,-70.5691
2406.8795,-79.7691
2411.81163,-70.1691
2416.74376,-74.9691
2421.67589,-79.7691
2426.60802,-75.7691
2431.54015,-74.5691
2436.47228,-80.9691
2441.40441,-70.9691
2446.33654,-75.7691
2451.26867,-79.7691
2456.2008,-74.5691
2461.13293,-74.5691
2466.06506,-77.3691
2470.99719,-73.7691
2475.92932,-72.9691
2480.86145,-71.7691
2485.79358,-69.7691
2490.72571,-76.9691
2495.65784,-80.9691
2500.58997,-76.9691
2505.5221,-73.7691
2510.45423,-79.7691
2515.38636,-74.9691
2520.31849,-80.9691
2525.25062,-70.9691
2530.18275,-72.9691
2535.11488,-76.9691
2540.04701,-79.7691
2544.97914,-80.9691
2549.91127,-79.7691
2554.8434,-79.7691
2559.77553,-77.7691
2564.70766,-74.5691
2569.63979,-79.7691
2574.57192,-74.5691
2579.50405,-70.9691
2584.43618,-74.5691
2589.36831,-68.1691
2594.30044,-67.7691
2599.23257,-72.1691
2604.1647,-73.7691
2609.09683,-74.5691
2614.02896,-79.7691
2618.96109,-77.7691
2623.89322,-80.9691
2628.82535,-80.9691
2633.75748,-80.9691
2638.68961,-77.3691
2643.62174,-79.7691
2648.55387,-76.9691
2653.486,-72.1691
2658.41813,-74.5691
2663.35026,-71.3691
2668.28239,-69.7691
2673.21452,-80.9691
2678.14665,-77.3691
2683.07878,-75.7691
2688.01091,-77.3691
2692.94304,-74.9691
2697.87517,-71.3691
2702.8073,-72.9691
2707.73943,-72.9691
2712.67156,-72.1691
2717.60369,-72.9691
2722.53582,-74.5691
2727.46795,-80.9691
2732.40008,-77.3691
2737.33221,-80.9691
2742.26434,-80.9691
2747.19647,-80.9691
2752.1286,-74.9691
2757.06073,-74.9691
2761.99286,-76.9691
2766.92499,-70.9691
2771.85712,-70.5691
2776.78925,-74.5691
2781.72138,-80.9691
2786.65351,-80.9691
2791.58564,-80.9691
2796.51777,-77.3691
2801.4499,-80.9691
2806.38203,-75.7691
2811.31416,-72.9691
2816.24629,-74.5691
2821.17842,-80.9691
2826.11055,-72.9691
2831.04268,-80.9691
2835.97481,-73.7691
2840.90694,-72.9691
2845.83907,-72.9691
2850.7712,-72.9691
2855.70333,-74.9691
2860.63546,-70.9691
2865.56759,-72.1691
2870.49972,-76.9691
2875.43185,-80.9691
2880.36398,-80.9691
2885.29611,-75.7691
2890.22824,-75.7691
2895.16037,-70.5691
2900.0925,-72.9691
2905.02463,-74.5691
2909.95676,-79.7691
2914.88889,-79.7691
2919.82102,-72.9691
2924.75315,-72.9691
2929.68528,-74.5691
2934.61741,-74.5691
2939.54954,-73.7691
2944.48167,-72.9691
2949.4138,-68.9691
2954.34593,-72.9691
2959.27806,-80.9691
2964.21019,-80.9691
2969.14232,-79.7691
2974.07445,-76.9691
2979.00658,-80.9691
2983.93871,-79.7691
2988.87084,-74.9691
2993.80297,-73.7691
2998.7351,-79.7691
3003.66723,-75.7691
3008.59936,-72.1691
3013.53149,-74.9691
3018.46362,-76.9691
3023.39575,-72.9691
3028.32788,-72.1691
3033.26001,-74.5691
3038.19214,-77.3691
3043.12427,-80.9691
3048.0564,-80.9691
3052.98853,-76.9691
3057.92066,-76.9691
3062.85279,-72.9691
3067.78492,-79.7691
3072.71705,-80.9691
3077.64918,-79.7691
3082.58131,-75.7691
3087.51344,-75.7691
3092.44557,-74.5691
3097.3777,-73.7691
3102.30983,-74.5691
3107.24196,-72.9691
3112.17409,-77.3691
3117.10622,-73.7691
3122.03835,-79.7691
3126.97048,-80.9691
3131.90261,-77.3691
3136.83474,-72.1691
3141.76687,-77.3691
3146.699,-76.9691
3151.63113,-80.9691
3156.56326,-79.7691
3161.49539,-71.3691
3166.42752,-71.7691
3171.35965,-80.9691
3176.29178,-80.9691
3181.22391,-79.7691
3186.15604,-79.7691
3191.08817,-76.9691
3196.0203,-79.7691
3200.95243,-73.7691
3205.88456,-77.7691
3210.81669,-71.3691
3215.74882,-70.9691
3220.68095,-80.9691
3225.61308,-74.9691
3230.54521,-79.7691
3235.47734,-80.9691
3240.40947,-80.9691
3245.3416,-80.9691
3250.27373,-80.9691
3255.20586,-77.3691
3260.13799,-77.3691
3265.07012,-79.7691
3270.00225,-72.9691
3274.93438,-74.9691
3279.86651,-71.7691
3284.79864,-72.9691
3289.73077,-75.7691
3294.6629,-77.3691
3299.59503,-71.7691
3304.52716,-69.3691
3309.45929,-72.9691
3314.39142,-80.9691
3319.32355,-77.7691
3324.25568,-72.9691
3329.18781,-73.7691
3334.11994,-76.9691
3339.05207,-71.7691
3343.9842,-70.9691
3348.91633,-72.9691
3353.84846,-76.9691
3358.78059,-75.7691
3363.71272,-76.9691
3368.64485,-80.9691
3373.57698,-74.5691
3378.50911,-72.9691
3383.44124,-76.9691
3388.37337,-77.7691
3393.3055,-72.1691
3398.23763,-71.7691
3403.16976,-76.9691
3408.10189,-80.9691
3413.03402,-80.9691
3417.96615,-76.9691
3422.89828,-79.7691
3427.83041,-80.9691
3432.76254,-76.9691
3437.69467,-77.7691
3442.6268,-79.7691
3447.55893,-79.7691
3452.49106,-73.7691
3457.42319,-74.5691
3462.35532,-75.7691
3467.28745,-72.9691
3472.21958,-70.9691
3477.15171,-75.7691
3482.08384,-74.5691
3487.01597,-80.9691
3491.9481,-80.9691
3496.88023,-80.9691
3501.81236,-80.9691
3506.74449,-70.1691
3511.67662,-68.5691
3516.60875,-69.7691
3521.54088,-71.3691
3526.47301,-70.9691
3531.40514,-74.9691
3536.33727,-79.7691
3541.2694,-80.9691
3546.20153,-80.9691
3551.13366,-80.9691
3556.06579,-80.9691
3560.99792,-76.9691
3565.93005,-72.9691
3570.86218,-76.9691
3575.79431,-74.9691
3580.72644,-71.7691
3585.65857,-77.3691
3590.5907,-75.7691
3595.52283,-75.7691
3600.45496,-74.5691
3605.38709,-73.7691
3610.31922,-74.5691
3615.25135,-74.9691
3620.18348,-76.9691
3625.11561,-67.7691
3630.04774,-74.5691
3634.97987,-80.9691
3639.912,-79.7691
3644.84413,-80.9691
3649.77626,-79.7691
3654.70839,-79.7691
3659.64052,-72.1691
3664.57265,-72.9691
3669.50478,-68.1691
3674.43691,-66.9691
3679.36904,-80.9691
3684.30117,-74.5691
3689.2333,-80.9691
3694.16543,-74.9691
3699.09756,-69.7691
3704.02969,-71.7691
3708.96182,-77.7691
3713.89395,-76.9691
3718.82608,-80.9691
3723.75821,-74.5691
3728.69034,-75.7691
3733.62247,-77.7691
3738.5546,-79.7691
3743.48673,-80.9691
3748.41886,-80.9691
3753.35099,-80.9691
3758.28312,-80.9691
3763.21525,-77.7691
3768.14738,-79.7691
3773.07951,-79.7691
3778.01164,-80.9691
3782.94377,-77.3691
3787.8759,-75.7691
3792.80803,-69.7691
3797.74016,-75.7691
3802.67229,-72.1691
3807.60442,-72.9691
3812.53655,-73.7691
3817.46868,-76.9691
3822.40081,-70.9691
3827.33294,-70.9691
3832.26507,-74.5691
3837.1972,-77.3691
3842.12933,-74.5691
3847.06146,-71.7691
3851.99359,-72.9691
3856.92572,-74.5691
3861.85785,-69.7691
3866.78998,-74.5691
3871.72211,-75.7691
3876.65424,-80.9691
3881.58637,-80.9691
3886.5185,-75.7691
3891.45063,-75.7691
3896.38276,-79.7691
3901.31489,-79.7691
3906.24702,-75.7691
3911.17915,-80.9691
3916.11128,-79.7691
3921.04341,-70.9691
3925.97554,-74.5691
3930.90767,-79.7691
3935.8398,-79.7691
3940.77193,-80.9691
3945.70406,-75.7691
3950.63619,-72.1691
3955.56832,-76.9691
3960.50045,-79.7691
3965.43258,-77.7691
3970.36471,-74.5691
3975.29684,-75.7691
3980.22897,-77.7691
3985.1611,-76.9691
3990.09323,-76.9691
3995.02536,-75.7691
3999.95749,-77.7691
4004.88962,-74.9691
4009.82175,-79.7691
4014.75388,-79.7691
4019.68601,-75.7691
4024.61814,-74.5691
4029.55027,-79.7691
4034.4824,-80.9691
4039.41453,-76.9691
4044.34666,-80.9691
4049.27879,-80.9691
4054.21092,-79.7691
4059.14305,-79.7691
4064.07518,-74.5691
4069.00731,-74.5691
4073.93944,-79.7691
4078.87157,-80.9691
4083.8037,-72.9691
4088.73583,-74.9691
4093.66796,-80.9691
4098.60009,-77.7691
4103.53222,-74.5691
4108.46435,-79.7691
4113.39648,-77.7691
4118.32861,-79.7691
4123.26074,-79.7691
4128.19287,-79.7691
4133.125,-77.7691
4138.05713,-76.9691
4142.98926,-70.9691
4147.92139,-71.3691
4152.85352,-79.7691
4157.78565,-74.9691
4162.71778,-80.9691
4167.64991,-77.7691
4172.58204,-72.9691
4177.51417,-77.7691
4182.4463,-75.7691
4187.37843,-77.7691
4192.31056,-76.9691
4197.24269,-74.5691
4202.17482,-79.7691
4207.10695,-80.9691
4212.03908,-79.7691
4216.97121,-74.5691
4221.90334,-71.3691
4226.83547,-73.7691
4231.7676,-77.3691
4236.69973,-80.9691
4241.63186,-80.9691
4246.56399,-74.5691
4251.49612,-71.7691
4256.42825,-69.3691
4261.36038,-69.7691
4266.29251,-77.7691
4271.22464,-77.3691
4276.15677,-73.7691
4281.0889,-75.7691
4286.02103,-80.9691
4290.95316,-80.9691
4295.88529,-75.7691
4300.81742,-76.9691
4305.74955,-80.9691
4310.68168,-80.9691
4315.61381,-72.9691
4320.54594,-72.9691
4325.47807,-72.9691
4330.4102,-79.7691
4335.34233,-76.9691
4340.27446,-79.7691
4345.20659,-80.9691
4350.13872,-80.9691
4355.07085,-76.9691
4360.00298,-74.5691
4364.93511,-72.9691
4369.86724,-79.7691
4374.79937,-80.9691
4379.7315,-80.9691
4384.66363,-77.3691
4389.59576,-74.5691
4394.52789,-76.9691
4399.46002,-80.9691
4404.39215,-80.9691
4409.32428,-79.7691
4414.25641,-75.7691
4419.18854,-79.7691
4424.12067,-70.9691
4429.0528,-72.9691
4433.98493,-77.3691
4438.91706,-74.5691
4443.84919,-71.3691
4448.78132,-68.9691
4453.71345,-80.9691
4458.64558,-71.3691
4463.57771,-74.5691
4468.50984,-80.9691
4473.44197,-80.9691
4478.3741,-77.7691
4483.30623,-80.9691
4488.23836,-76.9691
4493.17049,-71.7691
4498.10262,-74.9691
4503.03475,-76.9691
4507.96688,-80.9691
4512.89901,-79.7691
4517.83114,-80.9691
4522.76327,-79.7691
4527.6954,-79.7691
4532.62753,-71.7691
4537.55966,-71.7691
4542.49179,-74.5691
4547.42392,-71.3691
4552.35605,-75.7691
4557.28818,-77.3691
4562.22031,-80.9691
4567.15244,-69.7691
4572.08457,-71.7691
4577.0167,-70.9691
4581.94883,-71.3691
4586.88096,-71.7691
4591.81309,-70.9691
4596.74522,-74.5691
4601.67735,-74.5691
4606.60948,-76.9691
4611.54161,-80.9691
4616.47374,-72.1691
4621.40587,-71.7691
4626.338,-71.7691
4631.27013,-76.9691
4636.20226,-80.9691
4641.13439,-71.3691
4646.06652,-59.7691
4650.99865,-60.1691
4655.93078,-72.9691
4660.86291,-80.9691
4665.79504,-71.3691
4670.72717,-72.9691
4675.6593,-75.7691
4680.59143,-76.9691
4685.52356,-80.9691
4690.45569,-77.7691
4695.38782,-71.3691
4700.31995,-68.9691
4705.25208,-71.7691
4710.18421,-80.9691
4715.11634,-75.7691
4720.04847,-72.9691
4724.9806,-69.7691
4729.91273,-72.9691
4734.84486,-74.9691
4739.77699,-70.9691
4744.70912,-73.7691
4749.64125,-80.9691
4754.57338,-79.7691
4759.50551,-79.7691
4764.43764,-80.9691
4769.36977,-79.7691
4774.3019,-79.7691
4779.23403,-77.7691
4784.16616,-80.9691
4789.09829,-74.9691
4794.03042,-73.7691
4798.96255,-77.7691
4803.89468,-80.9691
4808.82681,-77.3691
4813.75894,-77.3691
4818.69107,-72.1691
4823.6232,-72.1691
4828.55533,-76.9691
4833.48746,-69.7691
4838.41959,-71.7691
4843.35172,-80.9691
4848.28385,-76.9691
4853.21598,-75.7691
4858.14811,-75.7691
4863.08024,-76.9691
4868.01237,-74.9691
4872.9445,-75.7691
4877.87663,-76.9691
4882.80876,-79.7691
4887.74089,-74.5691
4892.67302,-76.9691
4897.60515,-77.3691
4902.53728,-80.9691
4907.46941,-76.9691
4912.40154,-73.7691
4917.33367,-76.9691
4922.2658,-73.7691
4927.19793,-69.3691
4932.13006,-74.5691
4937.06219,-79.7691
4941.99432,-80.9691
4946.92645,-77.7691
4951.85858,-71.7691
4956.79071,-75.7691
4961.72284,-77.7691
4966.65497,-77.7691
4971.5871,-71.3691
4976.51923,-69.3691
4981.45136,-70.9691
4986.38349,-71.3691
4991.31562,-72.9691
4996.24775,-80.9691
5001.17988,-72.1691
5006.11201,-72.1691
5011.04414,-72.9691
5015.97627,-72.9691
5020.9084,-74.5691
5025.84053,-80.9691
5030.77266,-80.9691
5035.70479,-73.7691
5040.63692,-75.7691
5045.56905,-80.9691
