Description	
Number of Runs	750
Preset Time	1
Pause Time	0
Alarm Level	0
High Voltage	880
Step Voltage	0
Volume	0

Run	High		Elapsed
Number	Voltage	Counts	Time	Date/Time
561	880	32	1	04/27/26 09:24:21 AM	
562	880	28	1	04/27/26 09:24:22 AM	
563	880	33	1	04/27/26 09:24:23 AM	
564	880	42	1	04/27/26 09:24:24 AM	
565	880	41	1	04/27/26 09:24:25 AM	
566	880	37	1	04/27/26 09:24:27 AM	
567	880	35	1	04/27/26 09:24:28 AM	
568	880	26	1	04/27/26 09:24:29 AM	
569	880	39	1	04/27/26 09:24:30 AM	
570	880	36	1	04/27/26 09:24:31 AM	
571	880	40	1	04/27/26 09:24:32 AM	
572	880	37	1	04/27/26 09:24:34 AM	
573	880	24	1	04/27/26 09:24:35 AM	
574	880	33	1	04/27/26 09:24:36 AM	
575	880	35	1	04/27/26 09:24:37 AM	
576	880	33	1	04/27/26 09:24:38 AM	
577	880	23	1	04/27/26 09:24:40 AM	
578	880	34	1	04/27/26 09:24:41 AM	
579	880	33	1	04/27/26 09:24:42 AM	
580	880	32	1	04/27/26 09:24:43 AM	
581	880	29	1	04/27/26 09:24:44 AM	
582	880	33	1	04/27/26 09:24:45 AM	
583	880	37	1	04/27/26 09:24:47 AM	
584	880	29	1	04/27/26 09:24:48 AM	
585	880	32	1	04/27/26 09:24:49 AM	
586	880	31	1	04/27/26 09:24:50 AM	
587	880	29	1	04/27/26 09:24:51 AM	
588	880	31	1	04/27/26 09:24:52 AM	
589	880	55	1	04/27/26 09:24:54 AM	
590	880	36	1	04/27/26 09:24:55 AM	
591	880	32	1	04/27/26 09:24:56 AM	
592	880	27	1	04/27/26 09:24:57 AM	
593	880	34	1	04/27/26 09:24:58 AM	
594	880	39	1	04/27/26 09:25:00 AM	
595	880	38	1	04/27/26 09:25:01 AM	
596	880	24	1	04/27/26 09:25:02 AM	
597	880	34	1	04/27/26 09:25:03 AM	
598	880	24	1	04/27/26 09:25:04 AM	
599	880	32	1	04/27/26 09:25:05 AM	
600	880	30	1	04/27/26 09:25:07 AM	
601	880	30	1	04/27/26 09:25:08 AM	
602	880	30	1	04/27/26 09:25:09 AM	
603	880	31	1	04/27/26 09:25:10 AM	
604	880	31	1	04/27/26 09:25:11 AM	
605	880	26	1	04/27/26 09:25:12 AM	
606	880	40	1	04/27/26 09:25:14 AM	
607	880	36	1	04/27/26 09:25:15 AM	
608	880	33	1	04/27/26 09:25:16 AM	
609	880	30	1	04/27/26 09:25:17 AM	
610	880	46	1	04/27/26 09:25:18 AM	
611	880	36	1	04/27/26 09:25:19 AM	
612	880	23	1	04/27/26 09:25:21 AM	
613	880	40	1	04/27/26 09:25:22 AM	
614	880	38	1	04/27/26 09:25:23 AM	
615	880	32	1	04/27/26 09:25:24 AM	
616	880	33	1	04/27/26 09:25:26 AM	
617	880	32	1	04/27/26 09:25:27 AM	
618	880	36	1	04/27/26 09:25:28 AM	
619	880	35	1	04/27/26 09:25:29 AM	
620	880	37	1	04/27/26 09:25:30 AM	
621	880	34	1	04/27/26 09:25:31 AM	
622	880	24	1	04/27/26 09:25:33 AM	
623	880	27	1	04/27/26 09:25:34 AM	
624	880	26	1	04/27/26 09:25:35 AM	
625	880	35	1	04/27/26 09:25:36 AM	
626	880	32	1	04/27/26 09:25:37 AM	
627	880	27	1	04/27/26 09:25:38 AM	
628	880	31	1	04/27/26 09:25:40 AM	
629	880	33	1	04/27/26 09:25:41 AM	
630	880	34	1	04/27/26 09:25:42 AM	
631	880	43	1	04/27/26 09:25:43 AM	
632	880	30	1	04/27/26 09:25:44 AM	
633	880	43	1	04/27/26 09:25:45 AM	
634	880	31	1	04/27/26 09:25:47 AM	
635	880	33	1	04/27/26 09:25:48 AM	
636	880	30	1	04/27/26 09:25:49 AM	
637	880	37	1	04/27/26 09:25:50 AM	
638	880	38	1	04/27/26 09:25:51 AM	
639	880	39	1	04/27/26 09:25:53 AM	
640	880	28	1	04/27/26 09:25:54 AM	
641	880	34	1	04/27/26 09:25:55 AM	
642	880	42	1	04/27/26 09:25:56 AM	
643	880	39	1	04/27/26 09:25:57 AM	
644	880	31	1	04/27/26 09:25:58 AM	
645	880	32	1	04/27/26 09:26:00 AM	
646	880	40	1	04/27/26 09:26:01 AM	
647	880	37	1	04/27/26 09:26:02 AM	
648	880	39	1	04/27/26 09:26:03 AM	
649	880	39	1	04/27/26 09:26:04 AM	
650	880	32	1	04/27/26 09:26:05 AM	
651	880	29	1	04/27/26 09:26:07 AM	
652	880	38	1	04/27/26 09:26:08 AM	
653	880	36	1	04/27/26 09:26:09 AM	
654	880	37	1	04/27/26 09:26:10 AM	
655	880	35	1	04/27/26 09:26:11 AM	
656	880	36	1	04/27/26 09:26:13 AM	
657	880	35	1	04/27/26 09:26:14 AM	
658	880	31	1	04/27/26 09:26:15 AM	
659	880	36	1	04/27/26 09:26:16 AM	
660	880	41	1	04/27/26 09:26:17 AM	
661	880	38	1	04/27/26 09:26:18 AM	
662	880	32	1	04/27/26 09:26:20 AM	
663	880	29	1	04/27/26 09:26:21 AM	
664	880	14	1	04/27/26 09:26:22 AM	
665	880	30	1	04/27/26 09:26:23 AM	
666	880	26	1	04/27/26 09:26:24 AM	
667	880	46	1	04/27/26 09:26:25 AM	
668	880	30	1	04/27/26 09:26:27 AM	
669	880	29	1	04/27/26 09:26:28 AM	
670	880	43	1	04/27/26 09:26:29 AM	
671	880	41	1	04/27/26 09:26:30 AM	
672	880	33	1	04/27/26 09:26:31 AM	
673	880	25	1	04/27/26 09:26:32 AM	
674	880	27	1	04/27/26 09:26:34 AM	
675	880	38	1	04/27/26 09:26:35 AM	
676	880	26	1	04/27/26 09:26:36 AM	
677	880	41	1	04/27/26 09:26:37 AM	
678	880	39	1	04/27/26 09:26:38 AM	
679	880	31	1	04/27/26 09:26:40 AM	
680	880	28	1	04/27/26 09:26:41 AM	
681	880	30	1	04/27/26 09:26:42 AM	
682	880	30	1	04/27/26 09:26:43 AM	
683	880	36	1	04/27/26 09:26:44 AM	
684	880	31	1	04/27/26 09:26:45 AM	
685	880	40	1	04/27/26 09:26:47 AM	
686	880	25	1	04/27/26 09:26:48 AM	
687	880	37	1	04/27/26 09:26:49 AM	
688	880	33	1	04/27/26 09:26:50 AM	
689	880	32	1	04/27/26 09:26:51 AM	
690	880	30	1	04/27/26 09:26:52 AM	
691	880	36	1	04/27/26 09:26:54 AM	
692	880	28	1	04/27/26 09:26:55 AM	
693	880	26	1	04/27/26 09:26:56 AM	
694	880	28	1	04/27/26 09:26:57 AM	
695	880	30	1	04/27/26 09:26:58 AM	
696	880	29	1	04/27/26 09:27:00 AM	
697	880	25	1	04/27/26 09:27:01 AM	
698	880	20	1	04/27/26 09:27:02 AM	
699	880	29	1	04/27/26 09:27:03 AM	
700	880	41	1	04/27/26 09:27:04 AM	
701	880	30	1	04/27/26 09:27:05 AM	
702	880	28	1	04/27/26 09:27:06 AM	
703	880	38	1	04/27/26 09:27:08 AM	
704	880	35	1	04/27/26 09:27:09 AM	
705	880	44	1	04/27/26 09:27:10 AM	
706	880	36	1	04/27/26 09:27:11 AM	
707	880	33	1	04/27/26 09:27:12 AM	
708	880	35	1	04/27/26 09:27:14 AM	
709	880	32	1	04/27/26 09:27:15 AM	
710	880	42	1	04/27/26 09:27:16 AM	
711	880	39	1	04/27/26 09:27:17 AM	
712	880	37	1	04/27/26 09:27:18 AM	
713	880	37	1	04/27/26 09:27:19 AM	
714	880	20	1	04/27/26 09:27:21 AM	
715	880	37	1	04/27/26 09:27:22 AM	
716	880	39	1	04/27/26 09:27:23 AM	
717	880	40	1	04/27/26 09:27:24 AM	
718	880	31	1	04/27/26 09:27:25 AM	
719	880	41	1	04/27/26 09:27:26 AM	
720	880	38	1	04/27/26 09:27:28 AM	
721	880	34	1	04/27/26 09:27:29 AM	
722	880	44	1	04/27/26 09:27:30 AM	
723	880	29	1	04/27/26 09:27:31 AM	
724	880	22	1	04/27/26 09:27:32 AM	
725	880	44	1	04/27/26 09:27:34 AM	
726	880	36	1	04/27/26 09:27:35 AM	
727	880	28	1	04/27/26 09:27:36 AM	
728	880	33	1	04/27/26 09:27:37 AM	
729	880	34	1	04/27/26 09:27:38 AM	
730	880	34	1	04/27/26 09:27:39 AM	
731	880	38	1	04/27/26 09:27:41 AM	
732	880	25	1	04/27/26 09:27:42 AM	
733	880	32	1	04/27/26 09:27:43 AM	
734	880	27	1	04/27/26 09:27:44 AM	
735	880	23	1	04/27/26 09:27:45 AM	
736	880	38	1	04/27/26 09:27:47 AM	
737	880	44	1	04/27/26 09:27:48 AM	
738	880	30	1	04/27/26 09:27:49 AM	
739	880	32	1	04/27/26 09:27:50 AM	
740	880	42	1	04/27/26 09:27:51 AM	
741	880	21	1	04/27/26 09:27:52 AM	
742	880	31	1	04/27/26 09:27:54 AM	
743	880	35	1	04/27/26 09:27:55 AM	
744	880	36	1	04/27/26 09:27:56 AM	
745	880	30	1	04/27/26 09:27:57 AM	
746	880	34	1	04/27/26 09:27:58 AM	
747	880	27	1	04/27/26 09:27:59 AM	
748	880	47	1	04/27/26 09:28:01 AM	
749	880	34	1	04/27/26 09:28:02 AM	
750	880	30	1	04/27/26 09:28:03 AM	
